review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV06584,O08853,C00301,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06585,O03776,C00625,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06586,O03494,C01395,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06587,O02944,C01881,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06588,O01998,C00123,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06589,O01512,C00348,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06590,O04147,C01889,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06591,O03819,C00168,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06592,O02445,C00933,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06593,O09071,C01493,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06594,O08419,C01241,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06595,O09873,C00711,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06596,O08477,C01822,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06597,O00388,C01941,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06598,O01297,C01849,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV06599,O09797,C00061,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06600,O00841,C01450,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06601,O02599,C00421,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06602,O08883,C00098,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06603,O08334,C01628,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06604,O06635,C00042,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06605,O08581,C00483,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06606,O04343,C00978,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06607,O02962,C01300,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06608,O06418,C00567,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06609,O02686,C00898,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06610,O08595,C01619,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06611,O03768,C00824,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06612,O06529,C01980,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06613,O04422,C00316,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06614,O03707,C00387,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06615,O07958,C01958,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06616,O01994,C00293,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06617,O05274,C00204,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06618,O05573,C00419,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06619,O07517,C00292,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06620,O03781,C01079,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06621,O06697,C00793,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06622,O04475,C00497,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06623,O04534,C00684,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06624,O05840,C01242,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06625,O01590,C01767,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06626,O00513,C00997,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06627,O05665,C01281,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06628,O09838,C00176,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06629,O02237,C01667,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06630,O07472,C01479,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06631,O02709,C01926,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06632,O01460,C01611,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06633,O09949,C01338,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06634,O03799,C01811,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06635,O06291,C01816,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06636,O03278,C00172,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06637,O07277,C01856,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06638,O07037,C00114,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06639,O09749,C01313,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06640,O04880,C00466,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06641,O07889,C01285,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06642,O02134,C01478,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06643,O01395,C00865,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06644,O06106,C01415,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06645,O07978,C01442,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06646,O08943,C00408,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06647,O00427,C01692,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06648,O02941,C00230,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06649,O07025,C00215,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06650,O06755,C01898,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06651,O06544,C00523,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06652,O01740,C00722,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06653,O07901,C00328,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06654,O08166,C01041,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
RV06655,O01716,C00276,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06656,O01835,C01144,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06657,O07350,C00873,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06658,O02009,C01305,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06659,O05811,C01073,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06660,O02137,C00317,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06661,O08759,C01648,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06662,O07746,C01176,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06663,O03661,C00686,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06664,O08977,C01650,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06665,O09373,C00195,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06666,O07270,C01198,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06667,O07234,C00496,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06668,O03123,C01271,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06669,O08892,C00095,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06670,O01800,C01607,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06671,O03287,C01530,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06672,O09942,C00880,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06673,O05208,C01889,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06674,O05116,C01703,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06675,O03628,C01778,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06676,O09593,C01069,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06677,O01341,C01716,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06678,O03606,C01520,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06679,O07680,C00840,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06680,O02206,C00670,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06681,O07282,C00901,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06682,O02794,C00694,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06683,O07061,C00724,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06684,O00479,C01115,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06685,O02019,C01286,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06686,O01023,C01599,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06687,O07591,C00824,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06688,O00460,C00382,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06689,O05212,C00482,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06690,O04390,C01564,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06691,O00602,C01620,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06692,O07152,C00027,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06693,O05003,C00363,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06694,O03330,C01212,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06695,O06632,C01540,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06696,O09723,C01401,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06697,O00920,C01095,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06698,O01537,C00785,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06699,O04834,C00533,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06700,O08198,C00991,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06701,O01218,C01127,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06702,O09516,C00948,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06703,O06296,C01172,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06704,O08447,C00332,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06705,O07973,C00792,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06706,O02216,C01521,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06707,O08502,C01340,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06708,O05097,C01968,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06709,O07956,C01918,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06710,O04299,C00836,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06711,O00914,C01400,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06712,O05492,C00552,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06713,O09486,C01402,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06714,O07171,C01540,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06715,O08168,C00141,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06716,O04559,C00495,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06717,O07026,C01275,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06718,O06074,C01029,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06719,O04753,C01832,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06720,O02866,C01105,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06721,O02772,C01809,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06722,O04160,C01530,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06723,O06388,C00399,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06724,O04717,C00664,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06725,O04489,C01274,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06726,O02146,C01882,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06727,O06881,C01495,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06728,O05104,C01572,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06729,O01943,C00112,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06730,O01763,C01683,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06731,O06464,C00085,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06732,O07716,C01926,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06733,O01309,C00344,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06734,O02678,C00198,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06735,O04629,C00052,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06736,O01407,C01584,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06737,O04678,C00379,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06738,O00695,C00661,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06739,O04588,C00852,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06740,O03017,C00202,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06741,O02378,C01067,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06742,O01661,C01881,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06743,O08103,C00571,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06744,O01848,C00072,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06745,O00223,C01029,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06746,O08460,C00081,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06747,O09481,C00017,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06748,O00802,C01818,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06749,O01122,C00393,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06750,O03189,C01551,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06751,O05761,C00978,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06752,O00627,C00825,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06753,O04331,C01476,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06754,O06382,C00297,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06755,O01450,C01118,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06756,O02803,C00221,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06757,O07843,C01034,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06758,O06480,C00799,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06759,O09120,C00205,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06760,O03892,C01537,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06761,O01113,C01127,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06762,O04038,C00207,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06763,O07623,C00349,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06764,O05628,C00045,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06765,O04101,C01440,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06766,O04003,C01054,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06767,O01201,C01866,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06768,O05139,C00074,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06769,O04307,C00792,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06770,O03632,C00149,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06771,O00652,C01479,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06772,O08324,C00623,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06773,O06677,C01174,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06774,O05476,C01231,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06775,O09912,C01988,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06776,O02837,C01050,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06777,O01431,C01932,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06778,O06173,C00493,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06779,O08958,C00827,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06780,O09714,C00440,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06781,O02443,C00191,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06782,O04325,C01922,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06783,O03754,C00568,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06784,O09836,C00655,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06785,O04154,C01851,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06786,O06207,C01857,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06787,O09847,C00589,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06788,O06734,C00089,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06789,O00114,C00325,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06790,O06193,C01872,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06791,O08505,C01180,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06792,O03672,C00023,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06793,O06337,C01213,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06794,O01765,C00855,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06795,O09611,C01444,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06796,O07848,C00156,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06797,O08474,C01395,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06798,O04355,C00037,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06799,O02448,C01097,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06800,O02942,C00370,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06801,O02197,C00620,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06802,O08850,C00593,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06803,O01002,C00749,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06804,O08223,C00309,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06805,O05542,C00555,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06806,O04132,C01267,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV06807,O07370,C01044,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06808,O01295,C00954,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06809,O07569,C01200,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06810,O03920,C01173,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06811,O07831,C01019,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06812,O02857,C00009,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06813,O05903,C00115,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06814,O04809,C01806,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06815,O01472,C00923,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06816,O09953,C01910,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06817,O00887,C01097,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06818,O04521,C01842,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06819,O03964,C01286,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06820,O01757,C01603,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06821,O09645,C01637,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06822,O08587,C00861,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06823,O02483,C00147,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06824,O02894,C01453,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06825,O08295,C00044,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06826,O04869,C01479,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06827,O08340,C01177,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06828,O08205,C00250,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06829,O03770,C00010,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06830,O03416,C01884,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06831,O03771,C01111,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06832,O09196,C00759,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06833,O01104,C00629,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06834,O02989,C00920,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV06835,O01290,C01357,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV06836,O06810,C00958,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06837,O09476,C00750,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06838,O05536,C00939,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV06839,O00261,C01161,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06840,O00129,C01641,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06841,O03738,C01084,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06842,O07842,C01736,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06843,O02147,C00492,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06844,O05426,C01795,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06845,O02025,C01957,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06846,O03245,C01426,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06847,O03151,C00788,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06848,O06533,C01919,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV06849,O00939,C01409,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06850,O04533,C00721,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV06851,O02737,C00559,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06852,O04748,C00849,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV06853,O07612,C00129,1,"Very poor service, would not order again.",Negative,very poor service would not order again,Negative
RV06854,O00035,C00396,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06855,O05312,C01298,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06856,O06015,C01646,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06857,O04897,C01401,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06858,O00206,C01204,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06859,O03888,C00412,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV06860,O01681,C00147,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06861,O07991,C00881,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06862,O02575,C01214,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV06863,O03797,C00047,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV06864,O07112,C01840,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06865,O07670,C00225,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV06866,O01169,C01226,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV06867,O03148,C00117,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06868,O02034,C01816,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV06869,O05348,C01038,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV06870,O04626,C01437,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV06871,O07802,C01649,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV06872,O06725,C01655,4,Really good experience overall.,Positive,really good experience overall,Positive
RV06873,O02713,C01756,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV06874,O03237,C01976,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV06875,O00116,C01530,1,Very late delivery and the food was cold.,Negative,very late delivery and the food was cold,Neutral
